code,code_description,terminology,active_in_algorithm,diabetes_type,diabetes_type_level2,diabetes_type_level3
138891000119109,Moderate nonproliferative retinopathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
1571000119104,Mixed hyperlipidemia due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
164881000119109,Ulcer of foot due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
16697421000119103,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16697471000119102,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16697521000119104,Moderate nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16745211000119100,Nonproliferative retinopathy of left eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16745411000119104,Mild nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16745611000119102,Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16745891000119105,Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16746661000119106,Nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16746741000119102,Nonproliferative retinopathy of right eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16746941000119104,Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16747101000119101,Severe nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16747341000119101,Severe nonproliferative retinopathy of right eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16747741000119100,Proliferative retinopathy of left eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16748741000119101,Proliferative retinopathy of right eye due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16749781000119101,Proliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
16891191000119108,Coronary artery disease due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
18521000119106,Microalbuminuria due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
243421000119104,Proteinuria due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
367211000119103,Inflammatory dermatosis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
368521000119107,Disorder of nerve co-occurrent and due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
368541000119101,Cheiroarthropathy due to diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
368551000119104,Dyslipidemia due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
368561000119102,Hyperosmolarity due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
421165007,Diabetic oculopathy associated with type I diabetes mellitus (disorder),SNOMED,1,Type 1,,
421305000,Persistent microalbuminuria due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
421437000,Hypoglycemic coma due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
426907004,Small vessel disease due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
427571000,Lumbosacral radiculoplexus neuropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
428896009,Hyperosmolality due to uncontrolled type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
609566000,Pregnancy and type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
60961000119107,Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
60971000119101,Proliferative retinopathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
60991000119100,Blindness due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
691000119103,Erectile dysfunction due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
706891008,Neuropathy due to unstable diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
706894000,Retinopathy due to unstable diabetes mellitus type 1 (disorder),SNOMED,1,Type 1,,
712882000,Autonomic neuropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
71701000119105,Hypertension in chronic kidney disease due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
71721000119101,Nephrotic syndrome due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
71791000119104,Peripheral neuropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
72021000119109,Dermopathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
72031000119107,Severe malnutrition due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
72041000119103,Osteomyelitis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
721283000,Acidosis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
72141000119104,Chronic ulcer of skin due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
789542009,Neuropathy due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
789571005,Ulcer of heel due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
789572003,Ulcer of midfoot due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
82571000119107,Traction detachment of retina due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
82581000119105,Rubeosis iridis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
84371000119108,Hypoglycemia due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
87471000119106,Ulcer of ankle due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
87481000119109,Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
87491000119107,Ulcer of forefoot due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
90721000119101,Chronic kidney disease stage 1 due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
90731000119103,Chronic kidney disease stage 2 due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
90741000119107,Chronic kidney disease stage 3 due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
90751000119109,Chronic kidney disease stage 4 due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
90761000119106,Chronic kidney disease stage 5 due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
90771000119100,End stage renal disease on dialysis due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
96441000119101,Chronic kidney disease due to type 1 diabetes mellitus (disorder),SNOMED,1,Type 1,,
