code,code_description,terminology,active_in_algorithm,diabetes_type,diabetes_type_level2,diabetes_type_level3
16745931000119102,Mild nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16746131000119105,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16746261000119108,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16746341000119103,Moderate nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16746901000119101,Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16747021000119109,Severe nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16747141000119104,Severe nonproliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16747661000119109,Nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16747901000119104,Proliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16748141000119100,Proliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16749661000119102,Proliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16891151000119103,Coronary artery disease due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
190390000,Type II diabetes mellitus with gangrene (disorder),SNOMED,1,Type 2,,
201000119106,Disorder due to well controlled type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
28331000119107,Retinal edema due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
368051000119109,Hyperglycemia due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
368591000119109,Cheiroarthropathy due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
41911000119107,Glaucoma due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
427027005,Lumbosacral radiculoplexus neuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
427134009,Small vessel disease due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
428007007,Erectile dysfunction due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
60951000119105,Blindness due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
701000119103,Mixed hyperlipidemia due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
711000119100,Chronic kidney disease stage 5 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
712883005,Autonomic neuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
71421000119105,Hypertension in chronic kidney disease due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
71441000119104,Nephrotic syndrome due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
72051000119101,Severe malnutrition due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
72061000119104,Osteomyelitis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
721000119107,Chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
721284006,Acidosis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
741000119101,Chronic kidney disease stage 2 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
751000119104,Chronic kidney disease stage 1 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
771000119108,Chronic kidney disease due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
781000119106,Neuropathic arthropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
789567007,Ulcer of heel due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
789569005,Neuropathic ulcer of heel due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
789570006,Neuropathic ulcer of midfoot due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
82541000119100,Traction detachment of retina due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
82551000119103,Rubeosis iridis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
84361000119102,Insulin reactive hypoglycemia due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
87441000119104,Ulcer of ankle due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
87461000119100,Ulcer of forefoot due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
87921000119104,Cranial nerve palsy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
90781000119102,Microalbuminuria due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
90791000119104,End stage renal disease on dialysis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
97341000119105,Proliferative retinopathy with retinal edema due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
97621000119107,Stasis ulcer due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
9859006,Acanthosis nigricans due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
127991000119101,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
