code,code_description,terminology,active_in_algorithm,diabetes_type,diabetes_type_level2,diabetes_type_level3
399874002,High risk proliferative retinopathy with clinically significant macula edema due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
399875001,Non-high-risk proliferative retinopathy with clinically significant macular edema due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
399876000,Very severe nonproliferative retinopathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
399877009,Very severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
402864004,Wet gangrene of foot due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
419100001,Infection of foot due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
420422005,Ketoacidosis due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
420662003,Coma due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
421725003,Hypoglycemic coma due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
421895002,Peripheral vascular disorder due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
421966007,Non-ketotic non-hyperosmolar coma due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
422088007,Disorder of nervous system due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
422126006,Hyperosmolar coma due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
422183001,Skin ulcer due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
422275004,Gangrene due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
424736006,Peripheral neuropathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
425455002,Glomerulonephritis due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
427943001,Ophthalmoplegia due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
43959009,Cataract of eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
441628001,Multiple complications due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
441656006,Hyperglycemic crisis due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
445170001,Macroalbuminuric nephropathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
4855003,Retinopathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
48951005,Bullous disease due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
49455004,Polyneuropathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
50620007,Autonomic neuropathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
59276001,Proliferative retinopathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
62260007,Pretibial pigmental patches due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
63510008,Nodular glomerulosclerosis of kidney due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
707221002,Glomerulosclerosis of kidney due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
713457002,Neovascular glaucoma due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
713704004,Gastroparesis due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
723074006,Renal papillary necrosis due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
724136006,Mastopathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
724810001,Radiculoplexoneuropathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
724876003,Lesion of skin due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
724997001,Lumbosacral plexopathy co-occurrent and due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
735200002,Absence of lower limb due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
735537007,Hyperosmolar hyperglycemic coma due to diabetes mellitus without ketoacidosis (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
735538002,Lactic acidosis due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
735539005,Metabolic acidosis due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
74627003,Complication due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
762489000,Acute complication due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
768792007,Cataract of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
768793002,Cataract of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
768794008,Cataract of bilateral eyes due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
768797001,Iritis of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
768798006,Iritis of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
768799003,Iritis of bilateral eyes due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769181007,Preproliferative retinopathy of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769182000,Preproliferative retinopathy of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769183005,Mild nonproliferative retinopathy of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769184004,Mild nonproliferative retinopathy of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769185003,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769186002,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769187006,Severe nonproliferative retinopathy of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769188001,Severe nonproliferative retinopathy of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769190000,Very severe nonproliferative retinopathy of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769191001,Very severe nonproliferative retinopathy of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769217008,Macular edema of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769218003,Macular edema of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769221001,Clinically significant macular edema of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769222008,Clinically significant macular edema of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769244003,Disorder of right macula due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
769245002,Disorder of left macula due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770094004,Cervical radiculoplexus neuropathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770095003,Cranial nerve palsy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770096002,Erectile dysfunction due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770097006,Clinically significant macular edema due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770323005,Retinal edema due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770324004,Ischemia of retina due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770361008,Vitreous hemorrhage of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770362001,Vitreous hemorrhage of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770581008,Microaneurysm of right retinal artery due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770582001,Microaneurysm of left retinal artery due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770599000,Venous beading of right retina due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770600002,Venous beading of left retina due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770765001,Proliferative retinopathy of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
770766000,Proliferative retinopathy of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
788878000,Cardiomyopathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
789562001,Ulcer of heel due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
789568002,Ulcer of midfoot due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
789585000,Sensory polyneuropathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
79554005,Asymmetric proximal motor neuropathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
816177009,Nonproliferative retinopathy of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
816178004,Nonproliferative retinopathy of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
816961009,Stable treated proliferative retinopathy of right eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
816962002,Stable treated proliferative retinopathy of left eye due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
81830002,Mononeuropathy simplex due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
822995009,Hyperglycemia due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
82980005,Anemia due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
860712005,Disorder of macula of bilateral eyes due to diabetes mellitus present (situation),SNOMED,1,Diabetes NOS,Due to diabetes,
860721006,Disorder of macula of bilateral eyes due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
860798008,Glaucoma due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
860883001,Generalized autonomic neuropathy due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
860977000,Ulcer of right foot due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
860978005,Ulcer of left foot due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
860979002,Chronic ulcer of right foot due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
860980004,Chronic ulcer of left foot due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
863879002,At low risk of ulcer of right foot due to diabetes mellitus (finding),SNOMED,1,Diabetes NOS,Due to diabetes,
863880004,At low risk of ulcer of left foot due to diabetes mellitus (finding),SNOMED,1,Diabetes NOS,Due to diabetes,
863881000,At moderate risk of ulcer of left foot due to diabetes mellitus (finding),SNOMED,1,Diabetes NOS,Due to diabetes,
863882007,At increased risk of ulcer of left foot due to diabetes mellitus (finding),SNOMED,1,Diabetes NOS,Due to diabetes,
863883002,At increased risk of ulcer of right foot due to diabetes mellitus (finding),SNOMED,1,Diabetes NOS,Due to diabetes,
863884008,At high risk of ulcer of right foot due to diabetes mellitus (finding),SNOMED,1,Diabetes NOS,Due to diabetes,
863885009,At moderate risk of ulcer of right foot due to diabetes mellitus (finding),SNOMED,1,Diabetes NOS,Due to diabetes,
863886005,At high risk of ulcer of left foot due to diabetes mellitus (finding),SNOMED,1,Diabetes NOS,Due to diabetes,
870420005,Severe nonproliferative retinopathy with venous beading of retina due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
870421009,Cystoid macular edema due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
870529009,Persistent macular edema due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
871778008,Centrally involved macular edema due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
871781003,Non centrally involved macular edema due to diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,Due to diabetes,
201252003,Mixed diabetic ulcer - foot (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
267471001,Diabetes + eye manifestation (& [cataract] or [retinopathy]) (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
280137006,Diabetic foot (disorder),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
308105005,On examination-Right diabetic foot at risk (finding),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
308106006,On examination-Left diabetic foot at risk (finding),SNOMED,1,Diabetes NOS,Examination/screening - retinal/foot,
